Frame:	Label:	Frame path:
123	knife	on	cutting board
124	knife	on	cutting board
125	knife	on	cutting board
126	knife	on	cutting board
127	knife	on	cutting board
128	knife	on	cutting board
129	knife	on	cutting board
130	knife	on	cutting board
131	knife	on	cutting board
132	knife	on	cutting board
133	knife	on	cutting board
134	knife	on	cutting board
135	knife	on	cutting board
136	knife	on	cutting board
137	knife	on	cutting board
138	knife	on	cutting board
139	knife	on	cutting board
140	knife	on	cutting board
141	knife	on	cutting board
142	knife	on	cutting board
143	knife	on	cutting board
144	knife	on	cutting board
145	knife	on	cutting board
146	knife	on	cutting board
147	knife	on	cutting board
148	knife	on	cutting board
149	knife	on	cutting board
150	knife	on	cutting board
151	knife	on	cutting board
152	knife	on	cutting board
153	knife	on	cutting board
154	knife	on	cutting board
155	knife	on	cutting board
156	knife	on	cutting board
157	knife	on	cutting board
158	knife	on	cutting board
159	knife	on	cutting board
160	knife	on	cutting board
161	knife	on	cutting board
162	knife	on	cutting board
163	knife	on	cutting board
164	knife	on	cutting board
165	knife	on	cutting board
166	knife	on	cutting board
167	knife	on	cutting board
168	knife	on	cutting board
169	knife	on	cutting board
170	knife	on	cutting board
171	knife	on	cutting board
172	knife	on	cutting board
173	knife	on	cutting board
174	knife	on	cutting board
175	knife	on	cutting board
176	knife	on	cutting board
177	knife	on	cutting board
178	knife	on	cutting board
179	knife	on	cutting board
180	knife	on	cutting board
181	knife	on	cutting board
182	knife	on	cutting board
183	knife	on	cutting board
184	knife	on	cutting board
185	knife	on	cutting board
186	knife	on	cutting board
187	knife	on	cutting board
188	knife	on	cutting board
189	knife	on	cutting board
190	knife	on	cutting board
191	knife	on	cutting board
192	knife	on	cutting board
193	knife	on	cutting board
194	knife	on	cutting board
195	knife	on	cutting board
196	knife	on	cutting board
197	knife	on	cutting board
198	knife	on	cutting board
199	knife	on	cutting board
200	knife	on	cutting board
200	person	hold	egg
201	knife	on	cutting board
201	person	hold	egg
202	knife	on	cutting board
202	person	hold	egg
203	knife	on	cutting board
203	person	hold	egg
204	knife	on	cutting board
204	person	hold	egg
205	knife	on	cutting board
205	person	hold	egg
206	knife	on	cutting board
206	person	hold	egg
207	knife	on	cutting board
207	person	hold	egg
208	knife	on	cutting board
208	person	hold	egg
209	knife	on	cutting board
209	person	hold	egg
210	knife	on	cutting board
210	person	hold	egg
211	knife	on	cutting board
211	person	hold	egg
212	knife	on	cutting board
212	person	hold	egg
213	knife	on	cutting board
213	person	hold	egg
214	knife	on	cutting board
214	person	hold	egg
215	knife	on	cutting board
215	person	hold	egg
216	knife	on	cutting board
216	person	hold	egg
217	knife	on	cutting board
217	person	hold	egg
218	knife	on	cutting board
218	person	hold	egg
219	knife	on	cutting board
219	person	hold	egg
220	knife	on	cutting board
220	person	hold	egg
221	knife	on	cutting board
221	person	hold	egg
222	knife	on	cutting board
222	person	hold	egg
223	knife	on	cutting board
223	person	hold	egg
224	knife	on	cutting board
224	person	hold	egg
225	knife	on	cutting board
225	person	hold	egg
226	knife	on	cutting board
226	person	hold	egg
227	knife	on	cutting board
227	person	hold	egg
228	knife	on	cutting board
228	person	hold	egg
229	knife	on	cutting board
229	person	hold	egg
230	knife	on	cutting board
230	person	hold	egg
231	knife	on	cutting board
231	person	hold	egg
232	knife	on	cutting board
232	person	hold	egg
233	knife	on	cutting board
233	person	hold	egg
234	knife	on	cutting board
234	person	hold	egg
235	knife	on	cutting board
235	person	hold	egg
236	knife	on	cutting board
236	person	hold	egg
237	knife	on	cutting board
237	person	hold	egg
238	knife	on	cutting board
238	person	hold	egg
239	knife	on	cutting board
239	person	hold	egg
240	knife	on	cutting board
240	person	hold	egg
241	knife	on	cutting board
241	person	hold	egg
242	knife	on	cutting board
242	person	hold	egg
243	knife	on	cutting board
243	person	hold	egg
244	knife	on	cutting board
244	person	hold	egg
245	knife	on	cutting board
245	person	hold	egg
246	knife	on	cutting board
246	person	hold	egg
247	knife	on	cutting board
247	person	hold	egg
248	knife	on	cutting board
248	person	hold	egg
249	knife	on	cutting board
249	person	hold	egg
250	knife	on	cutting board
250	person	hold	egg
251	knife	on	cutting board
251	person	hold	egg
252	knife	on	cutting board
252	person	hold	egg
253	knife	on	cutting board
253	person	hold	egg
254	knife	on	cutting board
254	person	hold	egg
255	knife	on	cutting board
255	person	hold	egg
256	knife	on	cutting board
256	person	hold	egg
257	knife	on	cutting board
257	person	hold	egg
258	knife	on	cutting board
258	person	hold	egg
259	knife	on	cutting board
259	person	hold	egg
260	knife	on	cutting board
260	person	hold	egg
261	knife	on	cutting board
261	person	hold	egg
262	knife	on	cutting board
262	person	hold	egg
263	knife	on	cutting board
263	person	hold	egg
264	knife	on	cutting board
264	person	hold	egg
265	knife	on	cutting board
265	person	hold	egg
266	knife	on	cutting board
266	person	hold	egg
267	knife	on	cutting board
267	person	hold	egg
268	knife	on	cutting board
268	person	hold	egg
269	knife	on	cutting board
269	person	hold	egg
270	knife	on	cutting board
270	person	hold	egg
271	knife	on	cutting board
271	person	hold	egg
272	knife	on	cutting board
272	person	hold	egg
273	knife	on	cutting board
273	person	hold	egg
274	knife	on	cutting board
274	person	hold	egg
275	knife	on	cutting board
275	person	hold	egg
276	knife	on	cutting board
276	person	hold	egg
277	knife	on	cutting board
277	person	hold	egg
278	knife	on	cutting board
278	person	hold	egg
279	knife	on	cutting board
279	person	hold	egg
280	knife	on	cutting board
280	person	hold	egg
281	knife	on	cutting board
281	person	hold	egg
282	knife	on	cutting board
282	person	hold	egg
283	knife	on	cutting board
283	person	hold	egg
284	knife	on	cutting board
284	person	hold	egg
285	knife	on	cutting board
285	person	hold	egg
286	knife	on	cutting board
286	person	hold	egg
287	knife	on	cutting board
287	person	hold	egg
288	knife	on	cutting board
288	person	hold	egg
289	knife	on	cutting board
289	person	hold	egg
290	knife	on	cutting board
290	person	hold	egg
291	knife	on	cutting board
291	person	hold	egg
292	knife	on	cutting board
292	person	hold	egg
293	knife	on	cutting board
293	person	hold	egg
294	knife	on	cutting board
294	person	hold	egg
295	knife	on	cutting board
295	person	hold	egg
296	knife	on	cutting board
296	person	hold	egg
297	knife	on	cutting board
297	person	hold	egg
298	knife	on	cutting board
298	person	hold	egg
299	knife	on	cutting board
299	person	hold	egg
300	knife	on	cutting board
300	person	hold	egg
301	knife	on	cutting board
301	person	hold	egg
302	knife	on	cutting board
302	person	hold	egg
303	knife	on	cutting board
303	person	hold	egg
304	knife	on	cutting board
304	person	hold	egg
305	knife	on	cutting board
305	person	hold	egg
306	knife	on	cutting board
306	person	hold	egg
307	knife	on	cutting board
307	person	hold	egg
308	knife	on	cutting board
308	person	hold	egg
309	knife	on	cutting board
309	person	hold	egg
310	knife	on	cutting board
310	person	hold	egg
311	knife	on	cutting board
311	person	hold	egg
312	knife	on	cutting board
312	person	hold	egg
313	knife	on	cutting board
313	person	hold	egg
314	knife	on	cutting board
314	person	hold	egg
315	knife	on	cutting board
315	person	hold	egg
316	knife	on	cutting board
316	person	hold	egg
317	knife	on	cutting board
317	person	hold	egg
318	knife	on	cutting board
318	person	hold	egg
319	knife	on	cutting board
319	person	hold	egg
320	knife	on	cutting board
320	person	hold	egg
321	knife	on	cutting board
321	person	hold	egg
322	knife	on	cutting board
322	person	hold	egg
323	knife	on	cutting board
323	person	hold	egg
324	knife	on	cutting board
324	person	hold	egg
325	knife	on	cutting board
325	person	hold	egg
326	knife	on	cutting board
326	person	hold	egg
327	knife	on	cutting board
327	person	hold	egg
328	knife	on	cutting board
328	person	hold	egg
329	knife	on	cutting board
329	person	hold	egg
330	knife	on	cutting board
330	person	hold	egg
331	knife	on	cutting board
331	person	hold	egg
332	knife	on	cutting board
332	person	hold	egg
333	knife	on	cutting board
333	person	hold	egg
334	knife	on	cutting board
334	person	hold	egg
335	knife	on	cutting board
335	person	hold	egg
336	knife	on	cutting board
336	person	hold	egg
337	knife	on	cutting board
337	person	hold	egg
338	knife	on	cutting board
338	person	hold	egg
339	knife	on	cutting board
339	person	hold	egg
340	knife	on	cutting board
340	person	hold	egg
341	knife	on	cutting board
341	person	hold	egg
342	knife	on	cutting board
342	person	hold	egg
343	knife	on	cutting board
343	person	hold	egg
344	knife	on	cutting board
344	person	hold	egg
345	knife	on	cutting board
345	person	hold	egg
346	knife	on	cutting board
346	person	hold	egg
347	knife	on	cutting board
347	person	hold	egg
348	knife	on	cutting board
348	person	hold	egg
349	knife	on	cutting board
349	person	hold	egg
350	knife	on	cutting board
350	person	hold	egg
351	knife	on	cutting board
351	person	hold	egg
352	knife	on	cutting board
352	person	hold	egg
353	knife	on	cutting board
353	person	hold	egg
354	knife	on	cutting board
354	person	hold	egg
355	knife	on	cutting board
355	person	hold	egg
356	knife	on	cutting board
356	person	hold	egg
357	knife	on	cutting board
357	person	hold	egg
358	knife	on	cutting board
358	person	hold	egg
359	knife	on	cutting board
359	person	hold	egg
360	knife	on	cutting board
360	person	hold	egg
361	knife	on	cutting board
361	person	hold	egg
362	knife	on	cutting board
362	person	hold	egg
363	knife	on	cutting board
363	person	hold	egg
364	knife	on	cutting board
364	person	hold	egg
365	knife	on	cutting board
365	person	hold	egg
366	knife	on	cutting board
366	person	hold	egg
367	knife	on	cutting board
367	person	hold	egg
368	knife	on	cutting board
368	person	hold	egg
369	knife	on	cutting board
369	person	hold	egg
370	knife	on	cutting board
370	person	hold	egg
371	knife	on	cutting board
371	person	hold	egg
372	knife	on	cutting board
372	person	hold	egg
373	knife	on	cutting board
373	person	hold	egg
374	knife	on	cutting board
374	person	hold	egg
375	knife	on	cutting board
375	person	hold	egg
376	knife	on	cutting board
376	person	hold	egg
377	knife	on	cutting board
377	person	hold	egg
378	knife	on	cutting board
378	person	hold	egg
379	knife	on	cutting board
379	person	hold	egg
380	knife	on	cutting board
380	person	hold	egg
381	knife	on	cutting board
381	person	hold	egg
382	knife	on	cutting board
382	person	hold	egg
383	knife	on	cutting board
383	person	hold	egg
384	knife	on	cutting board
384	person	hold	egg
385	knife	on	cutting board
385	person	hold	egg
386	knife	on	cutting board
386	person	hold	egg
387	knife	on	cutting board
387	person	hold	egg
388	knife	on	cutting board
388	person	hold	egg
389	knife	on	cutting board
389	person	hold	egg
390	knife	on	cutting board
390	person	hold	egg
391	knife	on	cutting board
391	person	hold	egg
392	knife	on	cutting board
392	person	hold	egg
393	knife	on	cutting board
393	person	hold	egg
394	knife	on	cutting board
394	person	hold	egg
395	knife	on	cutting board
395	person	hold	egg
396	knife	on	cutting board
396	person	hold	egg
397	knife	on	cutting board
397	person	hold	egg
398	knife	on	cutting board
398	person	hold	egg
399	knife	on	cutting board
399	person	hold	egg
400	knife	on	cutting board
400	person	hold	egg
401	knife	on	cutting board
401	person	hold	egg
402	knife	on	cutting board
402	person	hold	egg
403	knife	on	cutting board
403	person	hold	egg
404	knife	on	cutting board
404	person	hold	egg
405	knife	on	cutting board
405	person	hold	egg
406	knife	on	cutting board
406	person	hold	egg
407	knife	on	cutting board
407	person	hold	egg
408	knife	on	cutting board
408	person	hold	egg
409	knife	on	cutting board
409	person	hold	egg
410	knife	on	cutting board
410	person	hold	egg
411	knife	on	cutting board
411	person	hold	egg
412	knife	on	cutting board
412	person	hold	egg
413	knife	on	cutting board
413	person	hold	egg
414	knife	on	cutting board
414	person	hold	egg
415	knife	on	cutting board
415	person	hold	egg
416	knife	on	cutting board
416	person	hold	egg
417	knife	on	cutting board
417	person	hold	egg
418	knife	on	cutting board
418	person	hold	egg
419	knife	on	cutting board
419	person	hold	egg
420	knife	on	cutting board
420	person	hold	egg
421	knife	on	cutting board
421	person	hold	egg
422	knife	on	cutting board
422	person	hold	egg
423	knife	on	cutting board
423	person	hold	egg
424	knife	on	cutting board
424	person	hold	egg
425	knife	on	cutting board
425	person	hold	egg
426	knife	on	cutting board
426	person	hold	egg
427	knife	on	cutting board
427	person	hold	egg
428	knife	on	cutting board
428	egg	in	bowl
429	knife	on	cutting board
429	egg	in	bowl
430	knife	on	cutting board
430	egg	in	bowl
431	knife	on	cutting board
431	egg	in	bowl
432	knife	on	cutting board
432	egg	in	bowl
433	knife	on	cutting board
433	egg	in	bowl
434	knife	on	cutting board
434	egg	in	bowl
435	knife	on	cutting board
435	egg	in	bowl
436	knife	on	cutting board
436	egg	in	bowl
437	knife	on	cutting board
437	egg	in	bowl
438	knife	on	cutting board
438	egg	in	bowl
439	knife	on	cutting board
439	egg	in	bowl
440	knife	on	cutting board
440	egg	in	bowl
441	knife	on	cutting board
441	egg	in	bowl
442	knife	on	cutting board
442	egg	in	bowl
443	knife	on	cutting board
443	egg	in	bowl
444	knife	on	cutting board
444	egg	in	bowl
445	knife	on	cutting board
445	egg	in	bowl
446	knife	on	cutting board
446	egg	in	bowl
447	knife	on	cutting board
447	egg	in	bowl
448	knife	on	cutting board
448	egg	in	bowl
449	knife	on	cutting board
449	egg	in	bowl
450	knife	on	cutting board
450	egg	in	bowl
451	knife	on	cutting board
451	egg	in	bowl
452	knife	on	cutting board
452	egg	in	bowl
453	knife	on	cutting board
453	egg	in	bowl
454	knife	on	cutting board
454	egg	in	bowl
455	knife	on	cutting board
455	egg	in	bowl
456	knife	on	cutting board
456	egg	in	bowl
457	knife	on	cutting board
457	egg	in	bowl
458	knife	on	cutting board
458	egg	in	bowl
459	knife	on	cutting board
459	egg	in	bowl
460	knife	on	cutting board
460	egg	in	bowl
461	knife	on	cutting board
461	egg	in	bowl
462	knife	on	cutting board
462	egg	in	bowl
463	knife	on	cutting board
463	egg	in	bowl
464	knife	on	cutting board
464	egg	in	bowl
465	knife	on	cutting board
465	egg	in	bowl
466	knife	on	cutting board
466	egg	in	bowl
467	knife	on	cutting board
467	egg	in	bowl
468	knife	on	cutting board
468	egg	in	bowl
469	knife	on	cutting board
469	egg	in	bowl
470	knife	on	cutting board
470	egg	in	bowl
471	knife	on	cutting board
471	egg	in	bowl
472	knife	on	cutting board
472	egg	in	bowl
473	knife	on	cutting board
473	egg	in	bowl
474	knife	on	cutting board
474	egg	in	bowl
475	knife	on	cutting board
475	egg	in	bowl
476	knife	on	cutting board
476	egg	in	bowl
477	knife	on	cutting board
477	egg	in	bowl
478	knife	on	cutting board
478	egg	in	bowl
479	knife	on	cutting board
479	egg	in	bowl
480	knife	on	cutting board
480	egg	in	bowl
481	knife	on	cutting board
481	egg	in	bowl
482	knife	on	cutting board
482	egg	in	bowl
483	knife	on	cutting board
483	egg	in	bowl
484	knife	on	cutting board
484	egg	in	bowl
485	knife	on	cutting board
485	egg	in	bowl
486	knife	on	cutting board
486	egg	in	bowl
487	knife	on	cutting board
487	egg	in	bowl
488	knife	on	cutting board
488	egg	in	bowl
489	knife	on	cutting board
489	egg	in	bowl
490	knife	on	cutting board
490	egg	in	bowl
491	knife	on	cutting board
491	egg	in	bowl
492	knife	on	cutting board
492	egg	in	bowl
493	knife	on	cutting board
493	egg	in	bowl
494	knife	on	cutting board
494	egg	in	bowl
495	knife	on	cutting board
495	egg	in	bowl
496	knife	on	cutting board
496	egg	in	bowl
497	knife	on	cutting board
497	egg	in	bowl
498	knife	on	cutting board
498	egg	in	bowl
499	knife	on	cutting board
499	egg	in	bowl
500	knife	on	cutting board
500	egg	in	bowl
501	knife	on	cutting board
501	egg	in	bowl
502	knife	on	cutting board
502	egg	in	bowl
503	knife	on	cutting board
503	egg	in	bowl
504	knife	on	cutting board
504	egg	in	bowl
505	knife	on	cutting board
505	egg	in	bowl
506	knife	on	cutting board
506	egg	in	bowl
507	knife	on	cutting board
507	egg	in	bowl
508	knife	on	cutting board
508	egg	in	bowl
509	knife	on	cutting board
509	egg	in	bowl
510	knife	on	cutting board
510	egg	in	bowl
511	knife	on	cutting board
511	egg	in	bowl
512	knife	on	cutting board
512	egg	in	bowl
513	knife	on	cutting board
513	egg	in	bowl
514	knife	on	cutting board
514	egg	in	bowl
515	knife	on	cutting board
515	egg	in	bowl
516	knife	on	cutting board
516	egg	in	bowl
517	knife	on	cutting board
517	egg	in	bowl
518	knife	on	cutting board
518	egg	in	bowl
519	knife	on	cutting board
519	egg	in	bowl
520	knife	on	cutting board
520	egg	in	bowl
521	knife	on	cutting board
521	egg	in	bowl
522	knife	on	cutting board
522	egg	in	bowl
523	knife	on	cutting board
523	egg	in	bowl
523	person	hold	hashi
524	knife	on	cutting board
524	egg	in	bowl
524	person	hold	hashi
525	knife	on	cutting board
525	egg	in	bowl
525	person	hold	hashi
526	knife	on	cutting board
526	egg	in	bowl
526	person	hold	hashi
527	knife	on	cutting board
527	egg	in	bowl
527	person	hold	hashi
528	knife	on	cutting board
528	egg	in	bowl
528	person	hold	hashi
529	knife	on	cutting board
529	egg	in	bowl
529	person	hold	hashi
530	knife	on	cutting board
530	egg	in	bowl
530	person	hold	hashi
531	knife	on	cutting board
531	egg	in	bowl
531	person	hold	hashi
532	knife	on	cutting board
532	egg	in	bowl
532	person	hold	hashi
533	knife	on	cutting board
533	egg	in	bowl
533	person	hold	hashi
534	knife	on	cutting board
534	egg	in	bowl
534	person	hold	hashi
535	knife	on	cutting board
535	egg	in	bowl
535	person	hold	hashi
536	knife	on	cutting board
536	egg	in	bowl
536	person	hold	hashi
537	knife	on	cutting board
537	egg	in	bowl
537	person	hold	hashi
538	knife	on	cutting board
538	egg	in	bowl
538	person	hold	hashi
539	knife	on	cutting board
539	egg	in	bowl
539	person	hold	hashi
540	knife	on	cutting board
540	egg	in	bowl
540	person	hold	hashi
541	knife	on	cutting board
541	egg	in	bowl
541	person	hold	hashi
542	knife	on	cutting board
542	egg	in	bowl
542	person	hold	hashi
543	knife	on	cutting board
543	egg	in	bowl
543	person	hold	hashi
544	knife	on	cutting board
544	egg	in	bowl
544	person	hold	hashi
545	knife	on	cutting board
545	egg	in	bowl
545	person	hold	hashi
546	knife	on	cutting board
546	egg	in	bowl
546	person	hold	hashi
547	knife	on	cutting board
547	egg	in	bowl
547	person	hold	hashi
548	knife	on	cutting board
548	egg	in	bowl
548	person	hold	hashi
549	knife	on	cutting board
549	egg	in	bowl
549	person	hold	hashi
550	knife	on	cutting board
550	egg	in	bowl
550	person	hold	hashi
551	knife	on	cutting board
551	egg	in	bowl
551	person	hold	hashi
552	knife	on	cutting board
552	egg	in	bowl
552	person	hold	hashi
553	knife	on	cutting board
553	egg	in	bowl
553	person	hold	hashi
554	knife	on	cutting board
554	egg	in	bowl
554	person	hold	hashi
555	knife	on	cutting board
555	egg	in	bowl
555	person	hold	hashi
556	knife	on	cutting board
556	egg	in	bowl
556	person	hold	hashi
557	knife	on	cutting board
557	egg	in	bowl
557	person	hold	hashi
558	knife	on	cutting board
558	egg	in	bowl
558	person	hold	hashi
559	knife	on	cutting board
559	egg	in	bowl
559	person	hold	hashi
560	knife	on	cutting board
560	egg	in	bowl
560	person	hold	hashi
561	knife	on	cutting board
561	egg	in	bowl
561	person	hold	hashi
562	knife	on	cutting board
562	egg	in	bowl
562	person	hold	hashi
563	knife	on	cutting board
563	egg	in	bowl
563	person	hold	hashi
564	knife	on	cutting board
564	egg	in	bowl
564	person	hold	hashi
565	knife	on	cutting board
565	egg	in	bowl
565	person	hold	hashi
566	knife	on	cutting board
566	egg	in	bowl
566	person	hold	hashi
567	knife	on	cutting board
567	egg	in	bowl
567	person	hold	hashi
568	knife	on	cutting board
568	egg	in	bowl
568	person	hold	hashi
569	knife	on	cutting board
569	egg	in	bowl
569	person	hold	hashi
570	knife	on	cutting board
570	egg	in	bowl
570	person	hold	hashi
571	knife	on	cutting board
571	egg	in	bowl
571	person	hold	hashi
572	knife	on	cutting board
572	egg	in	bowl
572	person	hold	hashi
573	knife	on	cutting board
573	egg	in	bowl
573	person	hold	hashi
574	knife	on	cutting board
574	egg	in	bowl
574	person	hold	hashi
575	knife	on	cutting board
575	egg	in	bowl
575	person	hold	hashi
576	knife	on	cutting board
576	egg	in	bowl
576	person	hold	hashi
577	knife	on	cutting board
577	egg	in	bowl
577	person	hold	hashi
578	knife	on	cutting board
578	egg	in	bowl
578	person	hold	hashi
579	knife	on	cutting board
579	egg	in	bowl
579	person	hold	hashi
580	knife	on	cutting board
580	egg	in	bowl
580	person	hold	hashi
581	knife	on	cutting board
581	egg	in	bowl
581	person	hold	hashi
582	knife	on	cutting board
582	egg	in	bowl
582	person	hold	hashi
583	knife	on	cutting board
583	egg	in	bowl
583	person	hold	hashi
584	knife	on	cutting board
584	egg	in	bowl
584	person	hold	hashi
585	knife	on	cutting board
585	egg	in	bowl
585	person	hold	hashi
586	knife	on	cutting board
586	egg	in	bowl
586	person	hold	hashi
587	knife	on	cutting board
587	egg	in	bowl
587	person	hold	hashi
588	knife	on	cutting board
588	egg	in	bowl
588	person	hold	hashi
589	knife	on	cutting board
589	egg	in	bowl
589	person	hold	hashi
590	knife	on	cutting board
590	egg	in	bowl
590	person	hold	hashi
591	knife	on	cutting board
591	egg	in	bowl
591	person	hold	hashi
592	knife	on	cutting board
592	egg	in	bowl
592	person	hold	hashi
593	knife	on	cutting board
593	egg	in	bowl
593	person	hold	hashi
594	knife	on	cutting board
594	egg	in	bowl
594	person	hold	hashi
595	knife	on	cutting board
595	egg	in	bowl
595	person	hold	hashi
596	knife	on	cutting board
596	egg	in	bowl
596	person	hold	hashi
597	knife	on	cutting board
597	egg	in	bowl
597	person	hold	hashi
598	knife	on	cutting board
598	egg	in	bowl
598	person	hold	hashi
599	knife	on	cutting board
599	egg	in	bowl
599	person	hold	hashi
600	knife	on	cutting board
600	egg	in	bowl
600	person	hold	hashi
601	knife	on	cutting board
601	egg	in	bowl
601	person	hold	hashi
602	knife	on	cutting board
602	egg	in	bowl
602	person	hold	hashi
603	knife	on	cutting board
603	egg	in	bowl
603	person	hold	hashi
604	knife	on	cutting board
604	egg	in	bowl
604	person	hold	hashi
605	knife	on	cutting board
605	egg	in	bowl
605	person	hold	hashi
606	knife	on	cutting board
606	egg	in	bowl
606	person	hold	hashi
607	knife	on	cutting board
607	egg	in	bowl
607	person	hold	hashi
608	knife	on	cutting board
608	egg	in	bowl
608	person	hold	hashi
609	knife	on	cutting board
609	egg	in	bowl
609	person	hold	hashi
610	knife	on	cutting board
610	egg	in	bowl
610	person	hold	hashi
611	knife	on	cutting board
611	egg	in	bowl
611	person	hold	hashi
612	knife	on	cutting board
612	egg	in	bowl
612	person	hold	hashi
613	knife	on	cutting board
613	egg	in	bowl
613	person	hold	hashi
614	knife	on	cutting board
614	egg	in	bowl
614	person	hold	hashi
615	knife	on	cutting board
615	egg	in	bowl
615	person	hold	hashi
616	knife	on	cutting board
616	egg	in	bowl
616	person	hold	hashi
617	knife	on	cutting board
617	egg	in	bowl
617	person	hold	hashi
618	knife	on	cutting board
618	egg	in	bowl
618	person	hold	hashi
619	knife	on	cutting board
619	egg	in	bowl
619	person	hold	hashi
620	knife	on	cutting board
620	egg	in	bowl
620	person	hold	hashi
621	knife	on	cutting board
621	egg	in	bowl
621	person	hold	hashi
622	knife	on	cutting board
622	egg	in	bowl
622	person	hold	hashi
623	knife	on	cutting board
623	egg	in	bowl
623	person	hold	hashi
624	knife	on	cutting board
624	egg	in	bowl
624	person	hold	hashi
625	knife	on	cutting board
625	egg	in	bowl
625	person	hold	hashi
626	knife	on	cutting board
626	egg	in	bowl
626	person	hold	hashi
627	knife	on	cutting board
627	egg	in	bowl
627	person	hold	hashi
628	knife	on	cutting board
628	egg	in	bowl
628	person	hold	hashi
629	knife	on	cutting board
629	egg	in	bowl
629	person	hold	hashi
630	knife	on	cutting board
630	egg	in	bowl
630	person	hold	hashi
631	knife	on	cutting board
631	egg	in	bowl
631	person	hold	hashi
632	knife	on	cutting board
632	egg	in	bowl
632	person	hold	hashi
633	knife	on	cutting board
633	egg	in	bowl
633	person	hold	hashi
634	knife	on	cutting board
634	egg	in	bowl
634	person	hold	hashi
635	knife	on	cutting board
635	egg	in	bowl
635	person	hold	hashi
636	knife	on	cutting board
636	egg	in	bowl
636	person	hold	hashi
637	knife	on	cutting board
637	egg	in	bowl
637	person	hold	hashi
638	knife	on	cutting board
638	egg	in	bowl
638	person	hold	hashi
639	knife	on	cutting board
639	egg	in	bowl
639	person	hold	hashi
640	knife	on	cutting board
640	egg	in	bowl
640	person	hold	hashi
641	knife	on	cutting board
641	egg	in	bowl
641	person	hold	hashi
642	knife	on	cutting board
642	egg	in	bowl
642	person	hold	hashi
643	knife	on	cutting board
643	egg	in	bowl
643	person	hold	hashi
644	knife	on	cutting board
644	egg	in	bowl
644	person	hold	hashi
645	knife	on	cutting board
645	egg	in	bowl
645	person	hold	hashi
646	knife	on	cutting board
646	egg	in	bowl
646	person	hold	hashi
647	knife	on	cutting board
647	egg	in	bowl
647	person	hold	hashi
648	knife	on	cutting board
648	egg	in	bowl
648	person	hold	hashi
649	knife	on	cutting board
649	egg	in	bowl
649	person	hold	hashi
649	person	hold	bowl
650	knife	on	cutting board
650	egg	in	bowl
650	person	hold	hashi
